UsageClass	CheckoutType	MaterialType	CheckoutYear	CheckoutMonth	Checkouts	Title	ISBN	Creator	Subjects	Publisher	PublicationYear
Digital	OverDrive	EBOOK	2020	6	1	Profiles in Corruption: Abuse of Power by America's Progressive Elite		Peter Schweizer	Nonfiction, Politics	HarperCollins Publishers Inc.	2020
Digital	OverDrive	EBOOK	2020	6	2	Top Secret America: The Rise of the New American Security State		William M. Arkin	Nonfiction, Politics	Hachette Digital, Inc.	2013
Digital	OverDrive	EBOOK	2020	6	2	Breaking Through Power: It's Easier Than We Think		Ralph Nader	Nonfiction, Politics	Lightning Source Inc	2016
Digital	OverDrive	AUDIOBOOK	2020	6	1	The War Within: A Secret White House History 2006-2008 (unabridged) (Unabridged)		Bob Woodward	Nonfiction, Politics	HighBridge Company	2015
Digital	OverDrive	AUDIOBOOK	2020	6	1	Politics (Unabridged)		Aristotle	Nonfiction, Politics	Blackstone Audio, Inc.	2008
Digital	OverDrive	EBOOK	2020	6	2	Trump and the American Future: Solving the Great Problems of Our Time		Newt Gingrich	Nonfiction, Politics	Hachette Digital, Inc.	2020
Digital	OverDrive	AUDIOBOOK	2020	6	1	Secret Empires: How the American Political Class Hides Corruption and Enriches Family and Friends (unabridged) (Unabridged)		Peter Schweizer	Nonfiction, Politics	HarperCollins Publishers Inc.	2018
Digital	OverDrive	EBOOK	2020	6	1	What It Means to Be a Libertarian: A Personal Interpretation		Charles Murray	Nonfiction, Politics	Random House, Inc.	2010
Digital	OverDrive	EBOOK	2020	6	2	The Big Sort: Why the Clustering of Like-Minded American is Tearing Us Apart		Bill Bishop	Nonfiction, Politics	Open Road Integrated Media	2012
Digital	OverDrive	AUDIOBOOK	2020	6	8	Locking Up Our Own: Crime and Punishment in Black America (unabridged) (Unabridged)		James Forman, Jr.	Nonfiction, Politics	Recorded Books, LLC	2020
Digital	OverDrive	EBOOK	2020	6	2	Rebel Cities: From the Right to the City to the Urban Revolution		David Harvey	Nonfiction, Politics	Random House, Inc.	2013
Digital	OverDrive	AUDIOBOOK	2020	6	5	The New Class War: Saving Democracy from the Managerial Elite (unabridged) (Unabridged)		Michael Lind	Nonfiction, Politics	Books on Tape	2020
Digital	OverDrive	AUDIOBOOK	2020	6	26	Front Row at the Trump Show (Unabridged)		Jonathan Karl	Nonfiction, Politics	Books on Tape	2020
Digital	OverDrive	EBOOK	2020	6	1	The Tyranny of Good Intentions: How Prosecutors and Law Enforcement Are Trampling the Constitution in the Name of Justice		Paul Craig Roberts	Nonfiction, Politics	Random House, Inc.	2010
Digital	OverDrive	AUDIOBOOK	2020	6	1	Billionaire at the Barricades: The Populist Revolution from Reagan to Trump (unabridged) (Unabridged)		Laura Ingraham	Nonfiction, Politics	Macmillan Audio	2017
Digital	OverDrive	AUDIOBOOK	2020	6	8	Will He Go?: Trump and the Looming Election Meltdown in 2020 (unabridged) (Unabridged)		Lawrence Douglas	Nonfiction, Politics	Hachette Audio	2020
Digital	OverDrive	EBOOK	2020	6	3	Listen, Liberal: Or, What Ever Happened to the Party of the People?		Thomas Frank	Nonfiction, Politics	Macmillan Publishers	2016
Digital	OverDrive	AUDIOBOOK	2020	6	3	The Conservative Sensibility (Unabridged)		George F. Will	Nonfiction, Politics	Blackstone Audio, Inc.	2019
Digital	OverDrive	AUDIOBOOK	2020	6	4	The World Is Flat: A Brief History of the Twenty-first Century (unabridged) (Unabridged)		Thomas L. Friedman	Nonfiction, Politics	Macmillan Audio	2015
Digital	OverDrive	EBOOK	2020	6	1	Arguing with Socialists		Glenn Beck	Nonfiction, Politics	Simon & Schuster, Inc.	2020
Digital	OverDrive	AUDIOBOOK	2020	6	3	The Big Lie: Exposing the Nazi Roots of the American Left (unabridged) (Unabridged)		Dinesh D'Souza	Nonfiction, Politics	Blackstone Audio, Inc.	2017
Digital	OverDrive	AUDIOBOOK	2020	6	1	American Carnage: On the Front Lines of the Republican Civil War and the Rise of President Trump (unabridged) (Unabridged)		Tim Alberta	Nonfiction, Politics	HarperCollins Publishers Inc.	2019
Digital	OverDrive	AUDIOBOOK	2020	6	1	The Gutfeld Monologues: Classic Rants from the Five (unabridged) (Unabridged)		Greg Gutfeld	Nonfiction, Politics	Simon & Schuster - Audiobooks	2018
Digital	OverDrive	EBOOK	2020	6	2	From Beirut to Jerusalem: Revised Edition		Thomas L. Friedman	Nonfiction, Politics	Macmillan Publishers	2013
Digital	OverDrive	AUDIOBOOK	2020	6	1	God & Man at Yale (Unabridged)		William F. Buckley	Nonfiction, Politics	Blackstone Audio, Inc.	2008
Digital	OverDrive	EBOOK	2020	6	1	La Ola Latina: Como los Hispanos Estan Transformando la Politica en los Estados Unidos		Jorge Ramos	Nonfiction, Politics	HarperCollins Publishers Inc.	2016
Digital	OverDrive	AUDIOBOOK	2020	6	2	RIP GOP: How the New America Is Dooming the Republicans (unabridged) (Unabridged)		Stanley B. Greenberg	Nonfiction, Politics	Macmillan Audio	2019
Digital	OverDrive	AUDIOBOOK	2020	6	2	Proof of Collusion: How Trump Betrayed America (unabridged) (Unabridged)		Seth Abramson	Nonfiction, Politics	Simon & Schuster - Audiobooks	2018
Digital	OverDrive	EBOOK	2020	6	15	Trumpocalypse: Restoring American Democracy		David Frum	Nonfiction, Politics	HarperCollins Publishers Inc.	2020
Digital	OverDrive	EBOOK	2020	6	3	Imperialism:  the Highest Stage of Capitalism: The Highest Stage of Capitalism		Vladimir Lenin	Nonfiction, Politics	ePenguin	2010
Digital	OverDrive	EBOOK	2020	6	3	DARK AGENDA: The War to Destroy Christian America		David Horowitz	Nonfiction, Politics	Lightning Source Inc	2019
Digital	OverDrive	AUDIOBOOK	2020	6	1	The Assault on Reason (Unabridged)		Al Gore	Nonfiction, Politics	Books on Tape	2007
Digital	OverDrive	EBOOK	2020	6	1	Republican Like Me: How I Left the Liberal Bubble and Learned to Love the Right		Ken Stern	Nonfiction, Politics	HarperCollins Publishers Inc.	2017
Digital	OverDrive	AUDIOBOOK	2020	6	15	Hiding in Plain Sight: The Invention of Donald Trump and the Erosion of America (unabridged) (Unabridged)		Sarah Kendzior	Nonfiction, Politics	Macmillan Audio	2020
Digital	OverDrive	EBOOK	2020	6	1	Our Divided Political Heart: The Battle for the American Idea in an Age of Discontent		E.J. Dionne Jr.	Nonfiction, Politics	Bloomsbury USA	2012
Digital	OverDrive	EBOOK	2020	6	1	The Party Is Over: How Republicans Went Crazy, Democrats Became Useless, and the Middle Class Got Shafted		Mike Lofgren	Nonfiction, Politics	Penguin Group (USA), Inc.	2013
Digital	OverDrive	AUDIOBOOK	2020	6	1	Wikileaks and the Age of Transparency (Unabridged)		Micah Sifry	Nonfiction, Politics	Spoken Word Inc.	2012
Digital	OverDrive	EBOOK	2020	6	2	Us vs. Them: The Failure of Globalism		Ian Bremmer	Nonfiction, Politics	Penguin Group (USA), Inc.	2018
Digital	OverDrive	EBOOK	2020	6	3	Escape from North Korea: The Untold Story of Asia's Underground Railroad		Melanie	Nonfiction, Politics	Lightning Source Inc	2014
Digital	OverDrive	EBOOK	2020	6	1	The Despot's Apprentice: Donald Trump's Attack on Democracy		Brian Klaas	Nonfiction, Politics	Simon & Schuster, Inc.	2017
Digital	OverDrive	AUDIOBOOK	2020	6	5	A Collective Bargain: Unions, Organizing, and the Fight for Democracy (unabridged) (Unabridged)		Jane McAlevey	Nonfiction, Politics	HarperCollins Publishers Inc.	2020
Digital	OverDrive	EBOOK	2020	6	3	A Collective Bargain: Unions, Organizing, and the Fight for Democracy		Jane McAlevey	Nonfiction, Politics	HarperCollins Publishers Inc.	2020
Digital	OverDrive	AUDIOBOOK	2020	6	2	The MAGA Doctrine: The Only Ideas That Will Win the Future (unabridged) (Unabridged)		Charlie Kirk	Nonfiction, Politics	HarperCollins Publishers Inc.	2020
Digital	OverDrive	AUDIOBOOK	2020	6	4	Profiles in Corruption: Abuse of Power by America's Progressive Elite (unabridged) (Unabridged)		Peter Schweizer	Nonfiction, Politics	HarperCollins Publishers Inc.	2020
Digital	OverDrive	EBOOK	2020	6	1	Handmaking America: A Back-to-Basics Pathway to a Revitalized American Democracy		Bill Ivey	Nonfiction, Politics	Lightning Source Inc	2012
Digital	OverDrive	EBOOK	2020	6	2	How Will Capitalism End?: Essays on a Failing System		Wolfgang Streeck	Nonfiction, Politics	Random House, Inc.	2017
Digital	OverDrive	EBOOK	2020	6	1	American Government 101: From the Continental Congress to the Iowa Caucus, Everything You Need to Know About US Politics		Kathleen Sears	Nonfiction, Politics	Simon & Schuster, Inc.	2017
Digital	OverDrive	AUDIOBOOK	2020	6	2	The Plot to Destroy Democracy: How Putin and His Spies Are Undermining America and Dismantling the West (unabridged) (Unabridged)		Malcolm Nance	Nonfiction, Politics	Blackstone Audio, Inc.	2018
Digital	OverDrive	AUDIOBOOK	2020	6	1	Knowledge and Power: The Information Theory of Capitalism and How It Is Revolutionizing Our World (unabridged) (Unabridged)		George Gilder	Nonfiction, Politics	Blackstone Audio, Inc.	2013
Digital	OverDrive	AUDIOBOOK	2020	6	1	American Manifesto: Saving Democracy from Villains, Vandals, and Ourselves (unabridged) (Unabridged)		Bob Garfield	Nonfiction, Politics	HighBridge Company	2020
Digital	OverDrive	EBOOK	2020	6	1	How the Right Lost Its Mind		Charles J. Sykes	Nonfiction, Politics	Macmillan Publishers	2017
Digital	OverDrive	EBOOK	2020	6	1	Pinheads and Patriots: Where You Stand in the Age of Obama		Bill O'Reilly	Nonfiction, Politics	HarperCollins Publishers Inc.	2010
Digital	OverDrive	AUDIOBOOK	2020	6	5	The Federalist Papers (Unabridged)		Alexander Hamilton	Nonfiction, Politics	Blackstone Audio, Inc.	2008
Digital	OverDrive	EBOOK	2020	6	1	Stop the Coming Civil War: My Savage Truth		Michael Savage	Nonfiction, Politics	Hachette Digital, Inc.	2014
Digital	OverDrive	AUDIOBOOK	2020	6	2	The Mueller Report (Unabridged)		The Washington Post	Nonfiction, Politics	Simon & Schuster - Audiobooks	2019
Digital	OverDrive	EBOOK	2020	6	26	American Prison: A Reporter's Undercover Journey into the Business of Punishment		Shane Bauer	Nonfiction, Politics	Penguin Group (USA), Inc.	2018
Digital	OverDrive	EBOOK	2020	6	5	A Citizen's Guide to Beating Donald Trump		David Plouffe	Nonfiction, Politics	Penguin Group (USA), Inc.	2020
Digital	OverDrive	AUDIOBOOK	2020	6	9	Donald Trump and His Assault on Truth: The President's Falsehoods, Misleading Claims and Flat-Out Lies (unabridged) (Unabridged)		The Washington Post Fact Checker Staff	Nonfiction, Politics	Simon & Schuster - Audiobooks	2020
Digital	OverDrive	AUDIOBOOK	2020	6	3	The People Are Going to Rise Like the Waters Upon Your Shore: A Story of American Rage (unabridged) (Unabridged)		Jared Yates Sexton	Nonfiction, Politics	HighBridge Company	2017
Digital	OverDrive	AUDIOBOOK	2020	6	3	Happy City: Transforming Our Lives Through Urban Design (unabridged) (Unabridged)		Charles Montgomery	Nonfiction, Politics	Tantor Media, Inc	2016
Digital	OverDrive	EBOOK	2020	6	1	BLITZ: Trump Will Smash the Left and Win		David Horowitz	Nonfiction, Politics	Lightning Source Inc	2020
Digital	OverDrive	EBOOK	2020	6	1	Right is Wrong: How the Lunatic Fringe Hijacked America, Shredded the Constitution, and Made Us All Less Safe		Arianna Huffington	Nonfiction, Politics	Random House, Inc.	2008
Digital	OverDrive	EBOOK	2020	6	2	The Rights of Man: Being an Answer to Mr. Burke's Attack on the French Revolution		Thomas Paine	Nonfiction, Politics	Duke Classics	2020
Digital	OverDrive	AUDIOBOOK	2020	6	2	The Fractured Republic: Renewing America's Social Contract in the Age of Individualism (unabridged) (Unabridged)		Yuval Levin	Nonfiction, Politics	Blackstone Audio, Inc.	2016
Digital	OverDrive	EBOOK	2020	6	1	Thieves of State: Why Corruption Threatens Global Security		Sarah Chayes	Nonfiction, Politics	W. W. Norton & Company	2015
Digital	OverDrive	AUDIOBOOK	2020	6	1	A More Perfect Union: What We the People Can Do to Reclaim Our Constitutional Liberties (unabridged) (Unabridged)		Ben Carson	Nonfiction, Politics	Books on Tape	2015
Digital	OverDrive	EBOOK	2020	6	2	Above the Law: The Inside Story of How the Justice Department Tried to Subvert President Trump		Matthew Whitaker	Nonfiction, Politics	Simon & Schuster, Inc.	2020
Digital	OverDrive	AUDIOBOOK	2020	6	1	Compassion Versus Guilt & Other Essays (Unabridged)		Thomas Sowell	Nonfiction, Politics	Blackstone Audio, Inc.	2007
Digital	OverDrive	EBOOK	2020	6	1	Walking with the Comrades		Arundhati Roy	Nonfiction, Politics	Penguin Group (USA), Inc.	2013
Digital	OverDrive	EBOOK	2020	6	1	Proof of Collusion: How Trump Betrayed America		Seth Abramson	Nonfiction, Politics	Simon & Schuster, Inc.	2018
Digital	OverDrive	AUDIOBOOK	2020	6	1	The Nationalist Revival: Trade, Immigration, and the Revolt Against Globalization (unabridged) (Unabridged)		John B. Judis	Nonfiction, Politics	Books on Tape	2018
Digital	OverDrive	EBOOK	2020	6	1	The End of America: Letter of Warning to a Young Patriot		Naomi Wolf	Nonfiction, Politics	Chelsea Green Publishing	2016
Digital	OverDrive	AUDIOBOOK	2020	6	2	Chatter: Uncovering the Echelon Surveillance Network and the Secret World of Global Eavesdropping (unabridged) (Unabridged)		Patrick Radden Keefe	Nonfiction, Politics	Books on Tape	2008
Digital	OverDrive	AUDIOBOOK	2020	6	7	The Signal and the Noise: Why So Many Predictions Fail but Some Don't (unabridged) (Unabridged)		Nate Silver	Nonfiction, Politics	Books on Tape	2014
Digital	OverDrive	AUDIOBOOK	2020	6	1	ISIS: Inside the Army of Terror (unabridged) (Unabridged)		Michael Weiss	Nonfiction, Politics	Dreamscape Media, LLC	2015
Digital	OverDrive	EBOOK	2020	6	1	The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump		Gregg Jarrett	Nonfiction, Politics	HarperCollins Publishers Inc.	2018
Digital	OverDrive	EBOOK	2020	6	6	Trumpocracy: The Corruption of the American Republic		David Frum	Nonfiction, Politics	HarperCollins Publishers Inc.	2018
Digital	OverDrive	AUDIOBOOK	2020	6	4	Death of a Nation: Plantation Politics and the Making of the Democratic Party (unabridged) (Unabridged)		Dinesh D'Souza	Nonfiction, Politics	Macmillan Audio	2018
Digital	OverDrive	EBOOK	2020	6	1	Beautiful Trouble: A Toolbox for Revolution		Andrew Boyd	Nonfiction, Politics	OR Books LLC	2012
Digital	OverDrive	EBOOK	2020	6	1	Revolution 2.0: The Power of the People Is Greater Than the People in Power: A Memoir		Wael Ghonim	Nonfiction, Politics	Houghton Mifflin Harcourt Trade and Reference	2012
Digital	OverDrive	AUDIOBOOK	2020	6	4	Love Your Enemies: How Decent People Can Save America from the Culture of Contempt (unabridged) (Unabridged)		Arthur C. Brooks	Nonfiction, Politics	HarperCollins Publishers Inc.	2019
Digital	OverDrive	AUDIOBOOK	2020	6	4	Everything Trump Touches Dies (Unabridged)		Rick Wilson	Nonfiction, Politics	Simon & Schuster - Audiobooks	2018
Digital	OverDrive	EBOOK	2020	6	5	Politics Is for Power: How to Move Beyond Political Hobbyism, Take Action, and Make Real Change		Eitan Hersh	Nonfiction, Politics	Simon & Schuster, Inc.	2020
Digital	OverDrive	EBOOK	2020	6	3	What It Takes: The Way to the White House		Richard Ben Cramer	Nonfiction, Politics	Open Road Integrated Media	2013
Digital	OverDrive	EBOOK	2020	6	1	It's Even Worse Than It Looks: How the American Constitutional System Collided with the New Politics of Extremism		Thomas E. Mann	Nonfiction, Politics	Hachette Digital, Inc.	2016
Digital	OverDrive	EBOOK	2020	6	3	Code Red: How Progressives and Moderates Can Unite to Save Our Country		E.J. Dionne, Jr.	Nonfiction, Politics	Macmillan Publishers	2020
Digital	OverDrive	AUDIOBOOK	2020	6	1	The Rise of the Fourth Reich: The Secret Societies That Threaten to Take Over America (unabridged) (Unabridged)		Jim Marrs	Nonfiction, Politics	Tantor Media, Inc	2008
Digital	OverDrive	EBOOK	2020	6	17	The New Jim Crow: Mass Incarceration in the Age of Colorblindness		Michelle Alexander	Nonfiction, Politics	Perseus Books Group	2010
Digital	OverDrive	EBOOK	2020	6	2	Unfreedom of the Press		Mark R. Levin	Nonfiction, Politics	Simon & Schuster, Inc.	2019
Digital	OverDrive	AUDIOBOOK	2020	6	1	Run for Something: A Real-Talk Guide to Fixing the System Yourself (unabridged) (Unabridged)		Amanda Litman	Nonfiction, Politics	Simon & Schuster - Audiobooks	2017
Digital	OverDrive	AUDIOBOOK	2020	6	7	A Citizen's Guide to Beating Donald Trump (Unabridged)		David Plouffe	Nonfiction, Politics	Books on Tape	2020
Digital	OverDrive	AUDIOBOOK	2020	6	1	The Story of Stuff: How Our Obsession with Stuff Is Trashing the Planet, Our Communities and Our Health —and a Vision for Change (unabridged) (Unabridged)		Annie Leonard	Nonfiction, Politics	Recorded Books, LLC	2015
Digital	OverDrive	EBOOK	2020	6	2	What's the Matter with Kansas?: How Conservatives Won the Heart of America		Thomas Frank	Nonfiction, Politics	Macmillan Publishers	2013
Digital	OverDrive	EBOOK	2020	6	1	The Intimidation Game: How the Left Is Silencing Free Speech		Kimberley Strassel	Nonfiction, Politics	Hachette Digital, Inc.	2016
Digital	OverDrive	AUDIOBOOK	2020	6	1	They Know Everything About You: How Data-Collecting Corporations and Snooping Government Agencies Are Destroying Democracy (unabridged) (Unabridged)		Robert Scheer	Nonfiction, Politics	Gildan Media Corp	2015
Digital	OverDrive	AUDIOBOOK	2020	6	3	A Time to Build: From Family and Community to Congress and the Campus, How Recommitting to Our Institutions Can Revive the American Dream (unabridged) (Unabridged)		Yuval Levin	Nonfiction, Politics	Blackstone Audio, Inc.	2020
Digital	OverDrive	AUDIOBOOK	2020	6	1	Winner-Take-All Politics: How Washington Made the Rich Richer—and Turned Its Back on the Middle Class (unabridged) (Unabridged)		Jacob S. Hacker	Nonfiction, Politics	Tantor Media, Inc	2011
Digital	OverDrive	AUDIOBOOK	2020	6	5	The Good Immigrant: 26 Writers Reflect on America (unabridged) (Unabridged)		Nikesh Shukla	Nonfiction, Politics	Hachette Audio	2019
Digital	OverDrive	EBOOK	2020	6	10	Information Wars: How We Lost the Global Battle Against Disinformation and What We Can Do About It		Richard Stengel	Nonfiction, Politics	Lightning Source Inc	2020
Digital	OverDrive	AUDIOBOOK	2020	6	1	Sold Out: How High-Tech Billionaires & Bipartisan Beltway Crapweasels Are Screwing America's Best & Brightest Workers (unabridged) (Unabridged)		Michelle Malkin	Nonfiction, Politics	Simon & Schuster - Audiobooks	2015
Digital	OverDrive	AUDIOBOOK	2020	6	1	Unspeakable: Chris Hedges on the Most Forbidden Topics in America (unabridged) (Unabridged)		Chris Hedges	Nonfiction, Politics	Author's Republic	2016
Digital	OverDrive	AUDIOBOOK	2020	6	1	The True Story of the Bilderberg Group (Unabridged)		Daniel Estulin	Nonfiction, Politics	Dreamscape Media, LLC	2011
Digital	OverDrive	EBOOK	2020	6	2	A More Perfect Union: What We the People Can Do to Reclaim Our Constitutional Liberties		Ben Carson, MD	Nonfiction, Politics	Penguin Group (USA), Inc.	2015
Digital	OverDrive	EBOOK	2020	6	1	Still Broken: A Recruit's Inside Account of Intelligence Failures, from Baghdad to the Pentagon		A. J. Rossmiller	Nonfiction, Politics	Random House, Inc.	2008
Digital	OverDrive	EBOOK	2020	6	1	Utopia: On the Best State of a Republic and on the New Island of Utopia		Sir Thomas More	Nonfiction, Politics	Duke Classics	2012
Digital	OverDrive	AUDIOBOOK	2020	6	9	Trumpocalypse: Restoring American Democracy (unabridged) (Unabridged)		David Frum	Nonfiction, Politics	HarperCollins Publishers Inc.	2020
Digital	OverDrive	AUDIOBOOK	2020	6	3	Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump (unabridged) (Unabridged)		Michael Isikoff	Nonfiction, Politics	Blackstone Audio, Inc.	2018
Digital	OverDrive	EBOOK	2020	6	3	America the Vulnerable: Inside the New Threat Matrix of Digital Espionage, Crime, and Warfare		Joel Brenner	Nonfiction, Politics	Penguin Group (USA), Inc.	2013
Digital	OverDrive	AUDIOBOOK	2020	6	4	The Plot to Betray America: How Team Trump Embraced Our Enemies, Compromised Our Security, and How We Can Fix It (unabridged) (Unabridged)		Malcolm Nance	Nonfiction, Politics	Blackstone Audio, Inc.	2019
Digital	OverDrive	EBOOK	2020	6	1	The Second World: Empires and Influence in the New Global Order		Parag Khanna	Nonfiction, Politics	Random House, Inc.	2008
Digital	OverDrive	EBOOK	2020	6	2	Where We Go from Here		Bernie Sanders	Nonfiction, Politics	Macmillan Publishers	2018
Digital	OverDrive	AUDIOBOOK	2020	6	2	Change We Can Believe In: Barack Obama's Plan to Renew America's Promise (unabridged) (Unabridged)		Obama for Change	Nonfiction, Politics	Books on Tape	2008
Digital	OverDrive	EBOOK	2020	6	1	Perfectly Legal: The Covert Campaign to Rig Our Tax System to Benefit the Super Rich--and Cheat Everybody Else		David Cay Johnston	Nonfiction, Politics	Penguin Group (USA), Inc.	2013
Digital	OverDrive	EBOOK	2020	6	2	Das Kapital: A Critique of Political Economy		Karl Marx	Nonfiction, Politics	Simon & Schuster, Inc.	2014
Digital	OverDrive	EBOOK	2020	6	1	The Return of the Primitive: The Anti-Industrial Revolution		Ayn Rand	Nonfiction, Politics	Penguin Group (USA), Inc.	2013
Digital	OverDrive	EBOOK	2020	6	2	Future Primitive Revisited		John Zerzan	Nonfiction, Politics	Lightning Source Inc	2012
Digital	OverDrive	EBOOK	2020	6	2	The Black Presidency: Barack Obama and the Politics of Race in America		Michael Eric Dyson	Nonfiction, Politics	Open Road Integrated Media	2016
Digital	OverDrive	EBOOK	2020	6	1	Resistance Is Futile!: How the Trump-Hating Left Lost Its Collective Mind		Ann Coulter	Nonfiction, Politics	Penguin Group (USA), Inc.	2018
Digital	OverDrive	EBOOK	2020	6	4	Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed		James C. Scott	Nonfiction, Politics	Yale University Press	2018
Digital	OverDrive	EBOOK	2020	6	2	Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump		Michael Isikoff	Nonfiction, Politics	Hachette Digital, Inc.	2018
Digital	OverDrive	AUDIOBOOK	2020	6	7	Un-Trumping America: A Plan to Make America a Democracy Again (unabridged) (Unabridged)		Dan Pfeiffer	Nonfiction, Politics	Blackstone Audio, Inc.	2020
Digital	OverDrive	EBOOK	2020	6	28	Hiding in Plain Sight: The Invention of Donald Trump and the Erosion of America		Sarah Kendzior	Nonfiction, Politics	Macmillan Publishers	2020
Digital	OverDrive	EBOOK	2020	6	4	United States of Socialism: Who's Behind It. Why It's Evil. How to Stop It.		Dinesh D'Souza	Nonfiction, Politics	Macmillan Publishers	2020
Digital	OverDrive	EBOOK	2020	6	1	How the Other Half Lives		Jacob A. Riis	Nonfiction, Politics	Penguin Group (USA), Inc.	2013
Digital	OverDrive	EBOOK	2020	6	1	Dismantling America: and other controversial essays		Thomas Sowell	Nonfiction, Politics	Hachette Digital, Inc.	2011
Digital	OverDrive	EBOOK	2020	6	4	American Conservatism: Reclaiming an Intellectual Tradition		Andrew J. Bacevich	Nonfiction, Politics	Random House, Inc.	2020
Digital	OverDrive	EBOOK	2020	6	1	Cyber War: The Next Threat to National Security and What to Do About It		Richard A. Clarke	Nonfiction, Politics	HarperCollins Publishers Inc.	2010
Digital	OverDrive	EBOOK	2020	6	1	Towards Collective Liberation: Anti-Racist Organizing, Feminist Praxis, and Movement Building Strategy		Chris Crass	Nonfiction, Politics	Independent Publishers Group	2017
Digital	OverDrive	EBOOK	2020	6	1	Capitalism: The Unknown Ideal		Ayn Rand	Nonfiction, Politics	Penguin Group (USA), Inc.	2013
Digital	OverDrive	AUDIOBOOK	2020	6	2	Trumpocracy: The Corruption of the American Republic (unabridged) (Unabridged)		David Frum	Nonfiction, Politics	HarperCollins Publishers Inc.	2018
Digital	OverDrive	EBOOK	2020	6	1	Change We Can Believe In: Barack Obama's Plan to Renew America's Promise		Obama for Change	Nonfiction, Politics	Random House, Inc.	2008
Digital	OverDrive	EBOOK	2020	6	6	Rules for Radicals: A Pragmatic Primer for Realistic Radicals		Saul Alinsky	Nonfiction, Politics	Random House, Inc.	2016
Digital	OverDrive	EBOOK	2020	6	5	The Socialist Manifesto: The Case for Radical Politics in an Era of Extreme Inequality		Bhaskar Sunkara	Nonfiction, Politics	Hachette Digital, Inc.	2019
Digital	OverDrive	AUDIOBOOK	2020	6	9	American Prison: A Reporter's Undercover Journey into the Business of Punishment (unabridged) (Unabridged)		Shane Bauer	Nonfiction, Politics	Books on Tape	2018
Digital	OverDrive	AUDIOBOOK	2020	6	5	The Prince (Unabridged)		Niccolò Machiavelli	Nonfiction, Politics	Blackstone Audio, Inc.	2008
Digital	OverDrive	AUDIOBOOK	2020	6	1	Bill of Wrongs: The Executive Branch's Assault on America's Fundamental Rights (unabridged) (Unabridged)		Molly Ivins	Nonfiction, Politics	Books on Tape	2007
Digital	OverDrive	EBOOK	2020	6	3	Blueprint for Revolution: How to Use Rice Pudding, Lego Men, and Other Nonviolent Techniques to Galvanize Communities, Overthrow Dictators, or Simply Change the World		Srdja Popovic	Nonfiction, Politics	Random House, Inc.	2015
Digital	OverDrive	AUDIOBOOK	2020	6	2	The Accidental Superpower: The Next Generation of American Preeminence and the Coming Global Disorder (unabridged) (Unabridged)		Mr. Peter Zeihan	Nonfiction, Politics	Hachette Audio	2015
Digital	OverDrive	EBOOK	2020	6	2	Resistance (At All Costs): How Trump's Critics Are Breaking America		Kimberley Strassel	Nonfiction, Politics	Hachette Digital, Inc.	2019
Digital	OverDrive	EBOOK	2020	6	2	Becoming a Citizen Activist: Stories, Strategies & Advice for Changing Our World		Nick Licata	Nonfiction, Politics	Random House, Inc.	2016
Digital	OverDrive	AUDIOBOOK	2020	6	4	Dismantling America: and Other Controversial Essays (unabridged) (Unabridged)		Thomas Sowell	Nonfiction, Politics	Blackstone Audio, Inc.	2010
Digital	OverDrive	AUDIOBOOK	2020	6	2	Gaslighting America: Why We Love It When Trump Lies to Us (unabridged) (Unabridged)		Amanda Carpenter	Nonfiction, Politics	Tantor Media, Inc	2018
Digital	OverDrive	AUDIOBOOK	2020	6	1	Common Ground: How to Stop the Partisan War That Is Destorying America (unabridged) (Unabridged)		Cal Thomas	Nonfiction, Politics	HarperCollins Publishers Inc.	2007
Digital	OverDrive	AUDIOBOOK	2020	6	1	Stealing America: What My Experience with Criminal Gangs Taught Me About Obama, Hillary, and the Democratic Party (unabridged) (Unabridged)		Dinesh D'Souza	Nonfiction, Politics	HarperCollins Publishers Inc.	2015
Digital	OverDrive	EBOOK	2020	6	20	American Nations: A History of the Eleven Rival Regional Cultures of North America		Colin Woodard	Nonfiction, Politics	Penguin Group (USA), Inc.	2011
Digital	OverDrive	EBOOK	2020	6	1	The Conservative Soul: How We Lost It, How to Get It Back		Andrew Sullivan	Nonfiction, Politics	HarperCollins Publishers Inc.	2007
Digital	OverDrive	EBOOK	2020	6	2	America: Imagine a World without Her		Dinesh D'Souza	Nonfiction, Politics	Simon & Schuster, Inc.	2014
Digital	OverDrive	EBOOK	2020	6	2	Democracy Matters: Winning the Fight Against Imperialism		Cornel West	Nonfiction, Politics	Penguin Group (USA), Inc.	2013
Digital	OverDrive	EBOOK	2020	6	16	The War on Normal People: The Truth About America's Disappearing Jobs and Why Universal Basic Income Is Our Future		Andrew Yang	Nonfiction, Politics	Hachette Digital, Inc.	2018
Digital	OverDrive	AUDIOBOOK	2020	6	2	Crisis of Character: A White House Secret Service Officer Discloses His Firsthand Experience with Hillary, Bill, and How They Operate (unabridged) (Unabridged)		Gary J. Byrne	Nonfiction, Politics	Hachette Audio	2016
Digital	OverDrive	AUDIOBOOK	2020	6	1	The American Bible (Unabridged)		Stephen Prothero	Nonfiction, Politics	HarperCollins Publishers Inc.	2012
